Season;Team;No.;Player;Pos;Ht;Wt;Birth Date;Country;Exp;College
1988-89;Detroit Pistons;25;John Long;SG;6-5;195;August 28, 1956;us;10;Detroit Mercy
1988-89;Detroit Pistons;44;Rick Mahorn;PF;6-10;240;September 21, 1958;us;8;Hampton
1988-89;Detroit Pistons;12;Pace Mannion;SF;6-7;190;September 22, 1960;us;5;Utah
1988-89;Detroit Pistons;10;Dennis Rodman;SF;6-7;210;May 13, 1961;us;2;Southeastern Oklahoma State University
1988-89;Detroit Pistons;41;Jim Rowinski;PF;6-8;250;January 4, 1961;us;R;Purdue
1988-89;Detroit Pistons;22;John Salley;PF;6-11;230;May 16, 1964;us;2;Georgia Tech
1988-89;Detroit Pistons;11;Isiah Thomas;PG;6-1;180;April 30, 1961;us;7;Indiana
1988-89;Detroit Pistons;24;Micheal Williams;PG;6-2;175;July 23, 1966;us;R;Baylor
1989-90;Detroit Pistons;23;Mark Aguirre;SF;6-6;232;December 10, 1959;us;8;DePaul
1989-90;Detroit Pistons;20;William Bedford;C;7-0;225;December 14, 1963;us;2;Memphis
1989-90;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;4;McNeese State University
1989-90;Detroit Pistons;53;James Edwards;C;7-0;225;November 22, 1955;us;12;Washington
1989-90;Detroit Pistons;33;Dave Greenwood;PF;6-9;222;May 27, 1957;us;10;UCLA
1989-90;Detroit Pistons;35;Scott Hastings;PF;6-10;235;June 3, 1960;us;7;Arkansas
1989-90;Detroit Pistons;12;Gerald Henderson;PG;6-2;175;January 16, 1956;us;10;VCU
1989-90;Detroit Pistons;15;Vinnie Johnson;SG;6-2;200;September 1, 1956;us;10;Baylor
1989-90;Detroit Pistons;3;Stan Kimbrough;PG;5-11;153;April 24, 1966;us;R;Central Florida, Xavier
1989-90;Detroit Pistons;40;Bill Laimbeer;C;6-11;245;May 19, 1957;us;9;Notre Dame
1989-90;Detroit Pistons;35;Ralph Lewis;SG;6-6;200;March 28, 1963;us;2;La Salle
1989-90;Detroit Pistons;10;Dennis Rodman;SF;6-7;210;May 13, 1961;us;3;Southeastern Oklahoma State University
1989-90;Detroit Pistons;22;John Salley;PF;6-11;230;May 16, 1964;us;3;Georgia Tech
1989-90;Detroit Pistons;11;Isiah Thomas;PG;6-1;180;April 30, 1961;us;8;Indiana
1990-91;Detroit Pistons;23;Mark Aguirre;SF;6-6;232;December 10, 1959;us;9;DePaul
1990-91;Detroit Pistons;0;William Bedford;C;7-0;225;December 14, 1963;us;3;Memphis
1990-91;Detroit Pistons;32;Lance Blanks;SG;6-4;190;September 9, 1966;us;R;Virginia, Texas
1990-91;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;5;McNeese State University
1990-91;Detroit Pistons;53;James Edwards;C;7-0;225;November 22, 1955;us;13;Washington
1990-91;Detroit Pistons;35;Scott Hastings;PF;6-10;235;June 3, 1960;us;8;Arkansas
1990-91;Detroit Pistons;12;Gerald Henderson;PG;6-2;175;January 16, 1956;us;11;VCU
1990-91;Detroit Pistons;15;Vinnie Johnson;SG;6-2;200;September 1, 1956;us;11;Baylor
1990-91;Detroit Pistons;40;Bill Laimbeer;C;6-11;245;May 19, 1957;us;10;Notre Dame
1990-91;Detroit Pistons;25;John Long;SG;6-5;195;August 28, 1956;us;12;Detroit Mercy
1990-91;Detroit Pistons;10;Dennis Rodman;SF;6-7;210;May 13, 1961;us;4;Southeastern Oklahoma State University
1990-91;Detroit Pistons;30;Tree Rollins;C;7-1;235;June 16, 1955;us;13;Clemson
1990-91;Detroit Pistons;22;John Salley;PF;6-11;230;May 16, 1964;us;4;Georgia Tech
1990-91;Detroit Pistons;11;Isiah Thomas;PG;6-1;180;April 30, 1961;us;9;Indiana
1991-92;Detroit Pistons;23;Mark Aguirre;SF;6-6;232;December 10, 1959;us;10;DePaul
1991-92;Detroit Pistons;0;William Bedford;C;7-0;225;December 14, 1963;us;4;Memphis
1991-92;Detroit Pistons;32;Lance Blanks;SG;6-4;190;September 9, 1966;us;1;Virginia, Texas
1991-92;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;6;McNeese State University
1991-92;Detroit Pistons;12;Gerald Henderson;PG;6-2;175;January 16, 1956;us;12;VCU
1991-92;Detroit Pistons;40;Bill Laimbeer;C;6-11;245;May 19, 1957;us;11;Notre Dame
1991-92;Detroit Pistons;30;Bob McCann;SF;6-6;244;April 22, 1964;us;1;Upsala College, Morehead State University
1991-92;Detroit Pistons;10;Dennis Rodman;PF;6-7;210;May 13, 1961;us;5;Southeastern Oklahoma State University
1991-92;Detroit Pistons;22;John Salley;PF;6-11;230;May 16, 1964;us;5;Georgia Tech
1991-92;Detroit Pistons;3;Brad Sellers;PF;7-0;210;December 17, 1962;us;4;Wisconsin, Ohio State
1991-92;Detroit Pistons;14;Charles Thomas;SG;6-3;175;October 3, 1969;us;R;Eastern Michigan
1991-92;Detroit Pistons;11;Isiah Thomas;PG;6-1;180;April 30, 1961;us;10;Indiana
1991-92;Detroit Pistons;5;Darrell Walker;SG;6-4;180;March 9, 1961;us;8;Arkansas
1991-92;Detroit Pistons;0, 6;Orlando Woolridge;SF;6-9;215;December 16, 1959;us;10;Notre Dame
1992-93;Detroit Pistons;24;Mark Aguirre;SF;6-6;232;December 10, 1959;us;11;DePaul
1992-93;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;7;McNeese State University
1992-93;Detroit Pistons;25;Gerald Glass;SF;6-5;221;November 12, 1967;us;2;Delta State University, Ole Miss
1992-93;Detroit Pistons;40;Bill Laimbeer;C;6-11;245;May 19, 1957;us;12;Notre Dame
1992-93;Detroit Pistons;6;Terry Mills;PF;6-10;230;December 21, 1967;us;2;Michigan
1992-93;Detroit Pistons;35;Isaiah Morris;SF;6-8;229;April 2, 1969;us;R;Arkansas
1992-93;Detroit Pistons;23;Melvin Newbern;SG;6-4;200;June 11, 1967;us;R;Minnesota
1992-93;Detroit Pistons;34;Olden Polynice;C;6-11;220;November 21, 1964;ht;5;Virginia
1992-93;Detroit Pistons;42;Mark Randall;PF;6-8;235;September 30, 1967;us;1;Kansas
1992-93;Detroit Pistons;3;Alvin Robertson;SG;6-4;185;July 22, 1962;us;8;Arkansas
1992-93;Detroit Pistons;10;Dennis Rodman;PF;6-7;210;May 13, 1961;us;6;Southeastern Oklahoma State University
1992-93;Detroit Pistons;50;Jeff Ruland;C;6-10;240;December 16, 1958;us;7;Iona College
1992-93;Detroit Pistons;11;Isiah Thomas;PG;6-1;180;April 30, 1961;us;11;Indiana
1992-93;Detroit Pistons;5;Darrell Walker;SG;6-4;180;March 9, 1961;us;9;Arkansas
1992-93;Detroit Pistons;0;Orlando Woolridge;SF;6-9;215;December 16, 1959;us;11;Notre Dame
1992-93;Detroit Pistons;20;Danny Young;PG;6-3;175;July 26, 1962;us;8;Wake Forest
1993-94;Detroit Pistons;33;Greg Anderson;PF;6-10;230;June 22, 1964;us;5;Houston
1993-94;Detroit Pistons;34;Pete Chilcutt;PF;6-10;230;September 14, 1968;us;2;UNC
1993-94;Detroit Pistons;51;Ben Coleman;PF;6-9;235;November 14, 1961;us;4;Minnesota, Maryland
1993-94;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;8;McNeese State University
1993-94;Detroit Pistons;32;Sean Elliott;SF;6-8;205;February 2, 1968;us;4;Arizona
1993-94;Detroit Pistons;20;Allan Houston;SG;6-6;200;April 20, 1971;us;R;Tennessee
1993-94;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;R;Alcorn State, Jackson State University
1993-94;Detroit Pistons;23;Charles Jones;C;6-9;215;April 3, 1957;us;10;Albany State University
1993-94;Detroit Pistons;40;Bill Laimbeer;C;6-11;245;May 19, 1957;us;13;Notre Dame
1993-94;Detroit Pistons;30;Marcus Liberty;SF;6-8;205;October 27, 1968;us;3;Illinois
1993-94;Detroit Pistons;2;Mark Macon;SG;6-5;185;April 14, 1969;us;2;Temple
1993-94;Detroit Pistons;6;Terry Mills;PF;6-10;230;December 21, 1967;us;3;Michigan
1993-94;Detroit Pistons;23;Tracy Moore;SG;6-4;200;December 28, 1965;us;2;Tulsa
1993-94;Detroit Pistons;41;Tod Murphy;PF;6-9;220;December 24, 1963;us;4;University of California, Irvine
1993-94;Detroit Pistons;45;Dan O'Sullivan;C;6-10;250;March 3, 1968;us;2;Fordham
1993-94;Detroit Pistons;0;Olden Polynice;C;6-11;220;November 21, 1964;ht;6;Virginia
1993-94;Detroit Pistons;11;Isiah Thomas;PG;6-1;180;April 30, 1961;us;12;Indiana
1993-94;Detroit Pistons;12;David Wood;PF;6-9;227;November 30, 1964;us;3;Nevada
1994-95;Detroit Pistons;7;Rafael Addison;SF;6-7;215;July 22, 1964;us;3;Syracuse
1994-95;Detroit Pistons;9;Walter Bond;SG;6-5;200;February 1, 1969;us;2;Minnesota
1994-95;Detroit Pistons;17;Bill Curley;PF;6-9;220;May 29, 1972;us;R;Boston College
1994-95;Detroit Pistons;12;Johnny Dawkins;PG;6-2;165;September 28, 1963;us;8;Duke
1994-95;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;9;McNeese State University
1994-95;Detroit Pistons;33;Grant Hill;SF;6-8;225;October 5, 1972;us;R;Duke
1994-95;Detroit Pistons;20;Allan Houston;SG;6-6;200;April 20, 1971;us;1;Tennessee
1994-95;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;1;Alcorn State, Jackson State University
1994-95;Detroit Pistons;32;Negele Knight;PG;6-1;175;March 6, 1967;us;4;Dayton
1994-95;Detroit Pistons;45;Eric Leckner;C;6-11;265;May 27, 1966;us;5;Wyoming
1994-95;Detroit Pistons;2;Mark Macon;SG;6-5;185;April 14, 1969;us;3;Temple
1994-95;Detroit Pistons;25;Oliver Miller;PF;6-9;280;April 6, 1970;us;2;Arkansas
1994-95;Detroit Pistons;6;Terry Mills;PF;6-10;230;December 21, 1967;us;4;Michigan
1994-95;Detroit Pistons;52;Ivano Newbill;SF;6-9;245;December 12, 1970;us;R;Georgia Tech
1994-95;Detroit Pistons;54;Mike Peplowski;C;6-10;270;October 15, 1970;us;1;Michigan State
1994-95;Detroit Pistons;41;Mark West;C;6-10;230;November 5, 1960;us;11;Old Dominion
1995-96;Detroit Pistons;25;Steve Bardo;SG;6-5;190;April 5, 1968;us;2;Illinois
1995-96;Detroit Pistons;12;Michael Curry;SG;6-5;210;August 22, 1968;us;1;Georgia Southern University
1995-96;Detroit Pistons;4;Joe Dumars;PG;6-3;190;May 24, 1963;us;10;McNeese State University
1995-96;Detroit Pistons;33;Grant Hill;SF;6-8;225;October 5, 1972;us;1;Duke
1995-96;Detroit Pistons;20;Allan Houston;SG;6-6;200;April 20, 1971;us;2;Tennessee
1995-96;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;2;Alcorn State, Jackson State University
1995-96;Detroit Pistons;45;Eric Leckner;C;6-11;265;May 27, 1966;us;6;Wyoming
1995-96;Detroit Pistons;2;Mark Macon;PG;6-5;185;April 14, 1969;us;4;Temple
1995-96;Detroit Pistons;6;Terry Mills;PF;6-10;230;December 21, 1967;us;5;Michigan
1995-96;Detroit Pistons;42;Theo Ratliff;C;6-10;225;April 17, 1973;us;R;Wyoming
1995-96;Detroit Pistons;52;Don Reid;PF;6-8;250;December 30, 1973;us;R;Georgetown
1995-96;Detroit Pistons;3;Lou Roe;SF;6-7;220;July 14, 1972;us;R;UMass
1995-96;Detroit Pistons;50;Otis Thorpe;PF;6-9;225;August 5, 1962;us;11;Providence
1995-96;Detroit Pistons;41;Mark West;C;6-10;230;November 5, 1960;us;12;Old Dominion
1996-97;Detroit Pistons;2;Stacey Augmon;SG;6-8;205;August 1, 1968;us;5;UNLV
1996-97;Detroit Pistons;3;Randolph Childress;PG;6-2;188;September 21, 1972;us;1;Wake Forest
1996-97;Detroit Pistons;12;Michael Curry;SG;6-5;210;August 22, 1968;us;2;Georgia Southern University
1996-97;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;11;McNeese State University
1996-97;Detroit Pistons;9;Litterial Green;PG;6-1;185;March 7, 1970;us;2;Georgia
1996-97;Detroit Pistons;33;Grant Hill;SF;6-8;225;October 5, 1972;us;2;Duke
1996-97;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;3;Alcorn State, Jackson State University
1996-97;Detroit Pistons;43;Grant Long;PF;6-8;225;March 12, 1966;us;8;Eastern Michigan
1996-97;Detroit Pistons;44;Rick Mahorn;C;6-10;240;September 21, 1958;us;15;Hampton
1996-97;Detroit Pistons;23;Aaron McKie;SG;6-5;209;October 2, 1972;us;2;Temple
1996-97;Detroit Pistons;6;Terry Mills;PF;6-10;230;December 21, 1967;us;6;Michigan
1996-97;Detroit Pistons;42;Theo Ratliff;C;6-10;225;April 17, 1973;us;1;Wyoming
1996-97;Detroit Pistons;52;Don Reid;PF;6-8;250;December 30, 1973;us;1;Georgetown
1996-97;Detroit Pistons;30;Kenny Smith;PG;6-3;170;March 8, 1965;us;9;UNC
1996-97;Detroit Pistons;50;Otis Thorpe;C;6-9;225;August 5, 1962;us;12;Providence
1996-97;Detroit Pistons;13;Jerome Williams;PF;6-9;206;May 10, 1973;us;R;Georgetown
1997-98;Detroit Pistons;8;Bison Dele;C;6-9;235;April 6, 1969;us;6;Maryland, Arizona
1997-98;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;12;McNeese State University
1997-98;Detroit Pistons;12;Steve Henson;PG;5-11;177;February 2, 1968;us;5;Kansas State
1997-98;Detroit Pistons;33;Grant Hill;SF;6-8;225;October 5, 1972;us;3;Duke
1997-98;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;4;Alcorn State, Jackson State University
1997-98;Detroit Pistons;43;Grant Long;PF;6-8;225;March 12, 1966;us;9;Eastern Michigan
1997-98;Detroit Pistons;44;Rick Mahorn;C;6-10;240;September 21, 1958;us;16;Hampton
1997-98;Detroit Pistons;23;Aaron McKie;SF;6-5;209;October 2, 1972;us;3;Temple
1997-98;Detroit Pistons;0;Eric Montross;C;7-0;270;September 23, 1971;us;3;UNC
1997-98;Detroit Pistons;5;Charles O'Bannon;SG;6-5;209;February 22, 1975;us;R;UCLA
1997-98;Detroit Pistons;31;Scot Pollard;C;6-11;265;February 12, 1975;us;R;Kansas
1997-98;Detroit Pistons;42;Theo Ratliff;C;6-10;225;April 17, 1973;us;2;Wyoming
1997-98;Detroit Pistons;52;Don Reid;PF;6-8;250;December 30, 1973;us;2;Georgetown
1997-98;Detroit Pistons;14;Malik Sealy;SF;6-8;190;February 1, 1970;us;5;St. John's
1997-98;Detroit Pistons;42;Jerry Stackhouse;SG;6-6;218;November 5, 1974;us;2;UNC
1997-98;Detroit Pistons;13;Jerome Williams;PF;6-9;206;May 10, 1973;us;1;Georgetown
1998-99;Detroit Pistons;20;Corey Beck;PG;6-1;190;May 27, 1971;us;2;South Plains College, Arkansas
1998-99;Detroit Pistons;30;Jud Buechler;SF;6-6;220;June 19, 1968;us;8;Arizona
1998-99;Detroit Pistons;8;Bison Dele;C;6-9;235;April 6, 1969;us;7;Maryland, Arizona
1998-99;Detroit Pistons;4;Joe Dumars;SG;6-3;190;May 24, 1963;us;13;McNeese State University
1998-99;Detroit Pistons;12;Steve Henson;PG;5-11;177;February 2, 1968;us;6;Kansas State
1998-99;Detroit Pistons;33;Grant Hill;SF;6-8;225;October 5, 1972;us;4;Duke
1998-99;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;5;Alcorn State, Jackson State University
1998-99;Detroit Pistons;32;Christian Laettner;PF;6-11;235;August 17, 1969;us;6;Duke
1998-99;Detroit Pistons;3;Mark Macon;SG;6-5;185;April 14, 1969;us;5;Temple
1998-99;Detroit Pistons;0;Eric Montross;C;7-0;270;September 23, 1971;us;4;UNC
1998-99;Detroit Pistons;31;Mikki Moore;C;6-11;225;November 4, 1975;us;R;Nebraska
1998-99;Detroit Pistons;5;Charles O'Bannon;SG;6-5;209;February 22, 1975;us;1;UCLA
1998-99;Detroit Pistons;20;Khalid Reeves;PG;6-3;199;July 15, 1972;us;4;Arizona
1998-99;Detroit Pistons;52;Don Reid;PF;6-8;250;December 30, 1973;us;3;Georgetown
1998-99;Detroit Pistons;42;Jerry Stackhouse;SG;6-6;218;November 5, 1974;us;3;UNC
1998-99;Detroit Pistons;35;Loy Vaught;PF;6-9;230;February 27, 1968;us;8;Michigan
1998-99;Detroit Pistons;13;Jerome Williams;PF;6-9;206;May 10, 1973;us;2;Georgetown
1998-99;Detroit Pistons;45;Korleone Young;SF;6-7;213;December 31, 1978;us;R;
1999-00;Detroit Pistons;20;Marcus Brown;SG;6-3;185;April 3, 1974;us;1;Murray State
1999-00;Detroit Pistons;30;Jud Buechler;SF;6-6;220;June 19, 1968;us;9;Arizona
1999-00;Detroit Pistons;22;John Crotty;PG;6-1;185;July 15, 1969;us;7;Virginia
1999-00;Detroit Pistons;12;Michael Curry;SG;6-5;210;August 22, 1968;us;5;Georgia Southern University
1999-00;Detroit Pistons;33;Grant Hill;SF;6-8;225;October 5, 1972;us;5;Duke
1999-00;Detroit Pistons;1;Lindsey Hunter;PG;6-2;170;December 3, 1970;us;6;Alcorn State, Jackson State University
1999-00;Detroit Pistons;5;Jermaine Jackson;SG;6-4;204;June 7, 1976;us;R;Detroit Mercy
1999-00;Detroit Pistons;32;Christian Laettner;C;6-11;235;August 17, 1969;us;7;Duke
1999-00;Detroit Pistons;6;Terry Mills;PF;6-10;230;December 21, 1967;us;9;Michigan
1999-00;Detroit Pistons;0;Eric Montross;C;7-0;270;September 23, 1971;us;5;UNC
1999-00;Detroit Pistons;31;Mikki Moore;C;6-11;225;November 4, 1975;us;1;Nebraska
1999-00;Detroit Pistons;52;Don Reid;PF;6-8;250;December 30, 1973;us;4;Georgetown
1999-00;Detroit Pistons;42;Jerry Stackhouse;SG;6-6;218;November 5, 1974;us;4;UNC
1999-00;Detroit Pistons;35;Loy Vaught;PF;6-9;230;February 27, 1968;us;9;Michigan
1999-00;Detroit Pistons;13;Jerome Williams;PF;6-9;206;May 10, 1973;us;3;Georgetown
2000-01;Detroit Pistons;7;Chucky Atkins;PG;5-11;160;August 14, 1974;us;1;South Florida
2000-01;Detroit Pistons;1;Dana Barros;PG;5-11;163;April 13, 1967;us;11;Boston College
2000-01;Detroit Pistons;30;Jud Buechler;SF;6-6;220;June 19, 1968;us;10;Arizona
2000-01;Detroit Pistons;35;Brian Cardinal;PF;6-8;245;May 2, 1977;us;R;Purdue
2000-01;Detroit Pistons;23;Cedric Ceballos;SF;6-6;190;August 2, 1969;us;10;Cal State Fullerton
2000-01;Detroit Pistons;24;Mateen Cleaves;PG;6-2;205;September 7, 1977;us;R;Michigan State
2000-01;Detroit Pistons;12;Michael Curry;SG;6-5;210;August 22, 1968;us;6;Georgia Southern University
2000-01;Detroit Pistons;9;Kornél Dávid;SF;6-9;235;October 22, 1971;hu;2;
2000-01;Detroit Pistons;0;Eric Montross;C;7-0;270;September 23, 1971;us;6;UNC
2000-01;Detroit Pistons;31;Mikki Moore;C;6-11;225;November 4, 1975;us;2;Nebraska
2000-01;Detroit Pistons;5;Billy Owens;PF;6-8;220;May 1, 1969;us;9;Syracuse
2000-01;Detroit Pistons;32;Joe Smith;PF;6-10;225;July 26, 1975;us;5;Maryland
2000-01;Detroit Pistons;42;Jerry Stackhouse;SG;6-6;218;November 5, 1974;us;5;UNC
2000-01;Detroit Pistons;3;Ben Wallace;C;6-9;240;September 10, 1974;us;4;Virginia Union University
2000-01;Detroit Pistons;44;John Wallace;SF;6-8;225;February 9, 1974;us;4;Syracuse
2000-01;Detroit Pistons;13;Jerome Williams;PF;6-9;206;May 10, 1973;us;4;Georgetown
2000-01;Detroit Pistons;34;Corliss Williamson;SF;6-7;245;December 4, 1973;us;5;Arkansas
2001-02;Detroit Pistons;9;Victor Alexander;C;6-9;265;August 31, 1969;us;4;Iowa State
2001-02;Detroit Pistons;7;Chucky Atkins;PG;5-11;160;August 14, 1974;us;2;South Florida
2001-02;Detroit Pistons;1;Dana Barros;PG;5-11;163;April 13, 1967;us;12;Boston College
2001-02;Detroit Pistons;20;Jon Barry;SG;6-4;195;July 25, 1969;us;9;University of the Pacific, Georgia Tech
2001-02;Detroit Pistons;35;Brian Cardinal;PF;6-8;245;May 2, 1977;us;1;Purdue
2001-02;Detroit Pistons;12;Michael Curry;SG;6-5;210;August 22, 1968;us;7;Georgia Southern University
2001-02;Detroit Pistons;14;Damon Jones;PG;6-3;185;August 25, 1976;us;3;Houston
2001-02;Detroit Pistons;31;Mikki Moore;C;6-11;225;November 4, 1975;us;3;Nebraska
2001-02;Detroit Pistons;39;Željko Rebrača;C;7-0;257;April 9, 1972;rs;R;
2001-02;Detroit Pistons;30;Clifford Robinson;PF;6-10;225;December 16, 1966;us;12;UConn
2001-02;Detroit Pistons;42;Jerry Stackhouse;SF;6-6;218;November 5, 1974;us;6;UNC
2001-02;Detroit Pistons;44;Ratko Varda;C;7-1;260;May 6, 1979;ba;R;
2001-02;Detroit Pistons;3;Ben Wallace;C;6-9;240;September 10, 1974;us;5;Virginia Union University
2001-02;Detroit Pistons;5;Rodney White;SF;6-9;238;June 28, 1980;us;R;UNC Charlotte
2001-02;Detroit Pistons;34;Corliss Williamson;SF;6-7;245;December 4, 1973;us;6;Arkansas
2002-03;Detroit Pistons;7;Chucky Atkins;PG;5-11;160;August 14, 1974;us;3;South Florida
2002-03;Detroit Pistons;20;Jon Barry;SG;6-4;195;July 25, 1969;us;10;University of the Pacific, Georgia Tech
2002-03;Detroit Pistons;1;Chauncey Billups;PG;6-3;202;September 25, 1976;us;5;Colorado
2002-03;Detroit Pistons;12;Michael Curry;SF;6-5;210;August 22, 1968;us;8;Georgia Southern University
2002-03;Detroit Pistons;44;Hubert Davis;SG;6-5;183;May 17, 1970;us;10;UNC
2002-03;Detroit Pistons;32;Richard Hamilton;SG;6-6;185;February 14, 1978;us;3;UConn
2002-03;Detroit Pistons;5;Danny Manning;PF;6-10;230;May 17, 1966;us;14;Kansas
2002-03;Detroit Pistons;13;Mehmet Okur;PF;6-11;249;May 26, 1979;tr;R;
2002-03;Detroit Pistons;22;Tayshaun Prince;SF;6-9;212;February 28, 1980;us;R;Kentucky
2002-03;Detroit Pistons;39;Željko Rebrača;C;7-0;257;April 9, 1972;rs;1;
2002-03;Detroit Pistons;52;Don Reid;PF;6-8;250;December 30, 1973;us;7;Georgetown
2002-03;Detroit Pistons;30;Clifford Robinson;PF;6-10;225;December 16, 1966;us;13;UConn
2002-03;Detroit Pistons;6;Pepe Sánchez;PG;6-4;195;May 8, 1977;ar;1;Temple
2002-03;Detroit Pistons;3;Ben Wallace;C;6-9;240;September 10, 1974;us;6;Virginia Union University
2002-03;Detroit Pistons;34;Corliss Williamson;SF;6-7;245;December 4, 1973;us;7;Arkansas
2003-04;Detroit Pistons;7;Chucky Atkins;PG;5-11;160;August 14, 1974;us;4;South Florida
2003-04;Detroit Pistons;1;Chauncey Billups;PG;6-3;202;September 25, 1976;us;6;Colorado
2003-04;Detroit Pistons;41;Elden Campbell;C;6-11;215;July 23, 1968;us;13;Clemson
2003-04;Detroit Pistons;44;Hubert Davis;SG;6-5;183;May 17, 1970;us;11;UNC
2003-04;Detroit Pistons;24;Tremaine Fowlkes;SF;6-8;220;April 11, 1976;us;2;California, Fresno State
2003-04;Detroit Pistons;8;Darvin Ham;SF;6-7;220;July 23, 1973;us;6;Texas Tech
2003-04;Detroit Pistons;32;Richard Hamilton;SG;6-6;185;February 14, 1978;us;4;UConn
2003-04;Detroit Pistons;10;Lindsey Hunter;SG;6-2;170;December 3, 1970;us;10;Alcorn State, Jackson State University
2003-04;Detroit Pistons;7;Mike James;PG;6-2;188;June 23, 1975;us;2;Duquesne
2003-04;Detroit Pistons;31;Darko Miličić;C;7-0;250;June 20, 1985;rs;R;
2003-04;Detroit Pistons;13;Mehmet Okur;PF;6-11;249;May 26, 1979;tr;1;
2003-04;Detroit Pistons;22;Tayshaun Prince;SF;6-9;212;February 28, 1980;us;1;Kentucky
2003-04;Detroit Pistons;39;Željko Rebrača;C;7-0;257;April 9, 1972;rs;2;
2003-04;Detroit Pistons;5;Bob Sura;SG;6-5;200;March 25, 1973;us;8;Florida State
2003-04;Detroit Pistons;3;Ben Wallace;C;6-9;240;September 10, 1974;us;7;Virginia Union University
2003-04;Detroit Pistons;30;Rasheed Wallace;PF;6-10;225;September 17, 1974;us;8;UNC
2003-04;Detroit Pistons;34;Corliss Williamson;PF;6-7;245;December 4, 1973;us;8;Arkansas
2004-05;Detroit Pistons;30;Carlos Arroyo;PG;6-2;202;July 30, 1979;pr;3;Florida International University
2004-05;Detroit Pistons;1;Chauncey Billups;PG;6-3;202;September 25, 1976;us;7;Colorado
2004-05;Detroit Pistons;41;Elden Campbell;C;6-11;215;July 23, 1968;us;14;Clemson
2004-05;Detroit Pistons;44;Derrick Coleman;C;6-10;230;June 21, 1967;us;14;Syracuse
2004-05;Detroit Pistons;20;Carlos Delfino;SG;6-6;230;August 29, 1982;ar;R;
2004-05;Detroit Pistons;12;Ronald Dupree;SF;6-7;209;January 26, 1981;us;1;LSU
2004-05;Detroit Pistons;7;Anthony Goldwire;PG;6-1;182;September 6, 1971;us;6;Houston
2004-05;Detroit Pistons;8;Darvin Ham;SF;6-7;220;July 23, 1973;us;7;Texas Tech
2004-05;Detroit Pistons;32;Richard Hamilton;SG;6-6;185;February 14, 1978;us;5;UConn
2004-05;Detroit Pistons;10;Lindsey Hunter;SG;6-2;170;December 3, 1970;us;11;Alcorn State, Jackson State University
2004-05;Detroit Pistons;5;Horace Jenkins;PG;6-1;180;October 14, 1974;us;R;William Paterson University
2004-05;Detroit Pistons;24;Antonio McDyess;PF;6-9;220;September 7, 1974;us;8;Alabama
2004-05;Detroit Pistons;31;Darko Miličić;C;7-0;250;June 20, 1985;rs;1;
2004-05;Detroit Pistons;7;Smush Parker;PG;6-4;190;June 1, 1981;us;1;Fordham
2004-05;Detroit Pistons;22;Tayshaun Prince;SF;6-9;212;February 28, 1980;us;2;Kentucky
2004-05;Detroit Pistons;3;Ben Wallace;C;6-9;240;September 10, 1974;us;8;Virginia Union University
